pds,creates,percentage,samples_tested,samples_reachable,reachable_pct
https://scalycap.us-west.host.bsky.network,478108,0.5994,5,5,100
https://stinkhorn.us-west.host.bsky.network,477829,0.5990,5,5,100
https://cremini.us-west.host.bsky.network,477528,0.5986,5,5,100
https://witchesbutter.us-west.host.bsky.network,477418,0.5985,5,5,100
https://button.us-west.host.bsky.network,477224,0.5982,5,4,80
https://cordyceps.us-west.host.bsky.network,475565,0.5962,5,4,80
https://scarletina.us-east.host.bsky.network,475138,0.5956,5,5,100
https://helvella.us-east.host.bsky.network,474535,0.5949,5,5,100
https://reishi.us-east.host.bsky.network,474327,0.5946,5,5,100
https://meadow.us-east.host.bsky.network,474319,0.5946,5,5,100
https://earthstar.us-east.host.bsky.network,474103,0.5943,5,4,80
https://splitgill.us-east.host.bsky.network,473784,0.5939,5,5,100
https://velvetfoot.us-east.host.bsky.network,473781,0.5939,5,5,100
https://panthercap.us-east.host.bsky.network,473650,0.5938,5,5,100
https://truffle.us-east.host.bsky.network,473447,0.5935,5,5,100
https://parasol.us-east.host.bsky.network,473122,0.5931,5,5,100
https://ganoderma.us-west.host.bsky.network,472597,0.5924,5,5,100
https://phellinus.us-west.host.bsky.network,469693,0.5888,5,4,80
https://auriporia.us-west.host.bsky.network,469267,0.5883,5,4,80
https://chalciporus.us-west.host.bsky.network,469204,0.5882,5,4,80
https://rhizopogon.us-west.host.bsky.network,469153,0.5881,5,5,100
https://discina.us-west.host.bsky.network,467651,0.5862,5,5,100
https://poisonpie.us-west.host.bsky.network,462009,0.5792,5,5,100
https://fibercap.us-west.host.bsky.network,461615,0.5787,5,5,100
https://brittlegill.us-west.host.bsky.network,460722,0.5776,5,5,100
https://shimeji.us-east.host.bsky.network,316349,0.3966,5,5,100
https://amanita.us-east.host.bsky.network,316346,0.3966,5,4,80
https://shiitake.us-east.host.bsky.network,316275,0.3965,5,4,80
https://oyster.us-east.host.bsky.network,316270,0.3965,5,5,100
https://puffball.us-east.host.bsky.network,316242,0.3964,5,5,100
https://lionsmane.us-east.host.bsky.network,316107,0.3963,5,5,100
https://inkcap.us-east.host.bsky.network,315904,0.3960,5,5,100
https://porcini.us-east.host.bsky.network,315602,0.3956,5,5,100
https://enoki.us-east.host.bsky.network,315450,0.3954,5,5,100
https://stropharia.us-west.host.bsky.network,171496,0.2150,5,5,100
https://jellybaby.us-east.host.bsky.network,171215,0.2146,5,5,100
(empty),164316,0.2060,5,0,0
https://atproto.brid.gy,101258,0.1269,5,1,20
https://example.test,81861,0.1026,5,0,0
https://social.kabcash.com,79347,0.0995,5,0,0
http://127.0.0.1:25000,40306,0.0505,5,0,0
https://blacksky.app,32591,0.0409,5,0,0
https://randomly-generated.ngrok-free.app,28246,0.0354,5,0,0
https://klatch.app,19635,0.0246,5,0,0
https://weleadsmm.com,14344,0.0180,5,0,0
https://uwu,11712,0.0147,5,0,0
https://pds.si46.world,11093,0.0139,5,5,100
https://blueski.social,10070,0.0126,5,0,0
https://atp.referendumapp.com,9499,0.0119,5,0,0
https://gems.xyz,7245,0.0091,5,3,60
https://pds.sprk.so,6598,0.0083,5,2,40
https://follow-sqky.one-plz.cool,6483,0.0081,5,0,0
http://localhost:25000,6020,0.0075,5,0,0
https://example.com,5952,0.0075,5,0,0
https://pds.test,5656,0.0071,5,0,0
https://pds.invalid,5416,0.0068,5,0,0
https://stems.social,5044,0.0063,5,0,0
https://keik.info,4217,0.0053,5,5,100
https://at.aesthetic.computer,4204,0.0053,5,5,100
https://tngl.sh,4046,0.0051,5,4,80
https://pds.bsky.yinzcloud.net,2908,0.0036,5,5,100
https://skystack.xyz,2661,0.0033,5,3,60
https://bsky.aenead.net,2379,0.0030,5,0,0
https://bbi.to,2196,0.0028,5,2,40
https://hopefoundatione.org,1938,0.0024,5,0,0
https://stmediaserver3.site,1867,0.0023,5,0,0
https://x.mt.social,1705,0.0021,5,0,0
https://boobee.blue,1685,0.0021,5,0,0
https://bstt.duckdns.org,1636,0.0021,5,0,0
https://clouve.net,1619,0.0020,5,0,0
https://pds.cannect.space,1513,0.0019,5,2,40
https://pds.1440.news,1383,0.0017,5,0,0
https://dev-frosting.social,1373,0.0017,5,0,0
https://at.app.wafrn.net,1236,0.0015,5,3,60
https://dev-atp.referendumapp.com,1201,0.0015,5,0,0
https://bskyalt.com,1090,0.0014,5,0,0
https://pds.letspds.org,1012,0.0013,5,0,0
https://pds.taitran.app,1004,0.0013,5,0,0
https://pds.stockage.quebec,1001,0.0013,5,5,100
https://eurosky.social,942,0.0012,5,4,80
https://test.pds.local,923,0.0012,5,0,0
https://esnoticia.online,911,0.0011,5,0,0
https://staging.rizzler.social,888,0.0011,5,0,0
https://pds.louisvillebsky.app,845,0.0011,5,5,100
https://skeetcentral.com,820,0.0010,5,2,40
https://bs.k4zka.online,800,0.0010,5,0,0
https://si46.homes,799,0.0010,5,5,100
https://surf.social,798,0.0010,5,4,80
https://node.nobody.network,794,0.0010,5,0,0
https://bsky.global,780,0.0010,5,1,20
https://roomy.chat,763,0.0010,5,5,100
https://novum.social,738,0.0009,5,0,0
https://cannect.space,732,0.0009,5,1,20
http://127.0.0.1:25123,720,0.0009,5,0,0
https://impulsionaai.com.br,716,0.0009,5,0,0
http://localhost:2583,685,0.0009,5,0,0
https://tor0n.to,670,0.0008,5,0,0
https://votes.kevinhayeswilson.com,636,0.0008,5,0,0
https://haruhwa.com,605,0.0008,5,0,0
https://bsky.test,602,0.0008,5,0,0
https://pds.tophhie.cloud,522,0.0007,5,2,40
https://bsx.admat.at,491,0.0006,5,0,0
https://fttp.cc,484,0.0006,5,0,0
https://jarlix.ngrok.dev,475,0.0006,5,0,0
https://jpd.memory-design.xyz,467,0.0006,5,0,0
https://waverly.social,437,0.0005,5,0,0
https://peedee.es,407,0.0005,5,5,100
https://bskyi.social,398,0.0005,5,0,0
http://localhost:3000,396,0.0005,5,0,0
https://api.mulgez.com,364,0.0005,5,0,0
https://pds.aesthetic.computer,346,0.0004,5,0,0
https://bssky.social,331,0.0004,5,0,0
https://pds.wsocial.network,318,0.0004,5,0,0
https://blam.pw,306,0.0004,5,0,0
https://pds-dev.wsocial.dev,292,0.0004,5,0,0
https://pds-stage.wsocial.dev,291,0.0004,5,1,20
https://staging.host.bsky.network,286,0.0004,5,5,100
https://selfhosted.social,277,0.0003,5,4,80
https://nihilist.cloud,269,0.0003,5,2,40
https://fed01.dns.navy,266,0.0003,5,0,0
https://alt.ripperoni.com,265,0.0003,5,0,0
https://gaza.click,241,0.0003,5,0,0
https://marta.fail,238,0.0003,5,4,80
https://stg.waverly.social,237,0.0003,5,0,0
https://mathis.bio,232,0.0003,5,0,0
https://shxre.social,220,0.0003,5,0,0
https://npmx.social,208,0.0003,5,5,100
https://dev.frosting.social,203,0.0003,5,0,0
https://ailakks.me,201,0.0003,5,0,0
https://pds-eu-west4.test.certified.app,196,0.0002,5,5,100
https://pds-stage.wsocial.eu,196,0.0002,5,0,0
https://srv865737.hstgr.cloud,195,0.0002,5,0,0
https://foodd.dynv6.net,189,0.0002,5,0,0
https://lathsecret.com,188,0.0002,5,0,0
https://testpds.wizardry.systems,184,0.0002,5,0,0
https://foxter.fun,183,0.0002,5,0,0
https://stmediaserver.site,175,0.0002,5,0,0
https://bebs.dedyn.io,175,0.0002,5,0,0
http://127.0.0.1:25127,171,0.0002,5,0,0
https://stbb.duckdns.org,169,0.0002,5,3,60
https://bsky.bestofmodels.blog,169,0.0002,5,0,0
https://gumby.social,165,0.0002,5,1,20
https://mybluesky.link,161,0.0002,5,5,100
https://pdsss.dynv6.net,160,0.0002,5,0,0
https://climateai.org,159,0.0002,5,5,100
https://fed01.v6.army,157,0.0002,5,0,0
https://wave.stg.waverly.social,156,0.0002,5,0,0
https://zio.blue,156,0.0002,5,0,0
https://casjay.social,155,0.0002,5,0,0
https://stroam.social,153,0.0002,5,4,80
https://givehoper.org,152,0.0002,5,0,0
http://127.0.0.1:25160,152,0.0002,5,0,0
https://pds.poltr.info,151,0.0002,5,0,0
https://matrix.usapolitics.news,149,0.0002,5,0,0
https://clodt.v6.rocks,148,0.0002,5,0,0
https://mpi-bluesky-pds.mpi-sws.org,147,0.0002,5,3,60
https://stage-pds.wsocial.eu,146,0.0002,5,0,0
http://pdsaas.xyz,146,0.0002,5,0,0
https://pds.atheistmass.com,145,0.0002,5,5,100
https://beb1.duckdns.org,144,0.0002,5,5,100
http://localhost:3001,144,0.0002,5,0,0
https://zediron.shop,143,0.0002,5,0,0
https://blobs.dns.army,139,0.0002,5,0,0
https://bslky.social,137,0.0002,5,0,0
https://meow.lily.pet,135,0.0002,5,0,0
https://homosexual.cloud,132,0.0002,5,0,0
https://sea.whims.io,130,0.0002,5,0,0
https://arankwende.com,129,0.0002,5,0,0
https://bsky.shadowcaster.ge,129,0.0002,5,0,0
https://keik.in,126,0.0002,5,0,0
https://pds.bsea.social,125,0.0002,5,0,0
http://127.0.0.1:25210,124,0.0002,5,0,0
https://pds.gezellix.com,124,0.0002,5,0,0
https://bamboo.scanash.xyz,123,0.0002,5,0,0
https://pds-dev.si46.world,122,0.0002,5,4,80
https://machinesmm345-1.clouve.app,121,0.0002,5,0,0
https://oyster.pds.eny.network,117,0.0001,5,4,80
http://127.0.0.1:25267,117,0.0001,5,0,0
http://127.0.0.1:25113,116,0.0001,5,0,0
https://pds.opnmt.me,116,0.0001,5,5,100
https://stmediaserver2.site,115,0.0001,5,0,0
http://127.0.0.1:25263,115,0.0001,5,0,0
http://127.0.0.1:25215,115,0.0001,5,0,0
https://pds.bigt.ai,114,0.0001,5,0,0
https://rose.madebydanny.uk,112,0.0001,5,0,0
https://sds-eu-west4.test.certified.app,111,0.0001,5,2,40
https://goldmanfl.com,110,0.0001,5,0,0
http://127.0.0.1:25226,110,0.0001,5,0,0
https://ali525-cc.hf.space,110,0.0001,5,0,0
https://bus.marta.fail,109,0.0001,5,0,0
http://127.0.0.1:25214,109,0.0001,5,0,0
http://127.0.0.1:25178,108,0.0001,5,0,0
https://pds.chaos.observer,107,0.0001,5,0,0
https://dshdgdadaid2134234323345379-1.clouve.app,106,0.0001,5,0,0
http://127.0.0.1:25143,106,0.0001,5,0,0
http://127.0.0.1:25100,106,0.0001,5,0,0
http://127.0.0.1:25137,106,0.0001,5,0,0
http://127.0.0.1:25167,105,0.0001,5,0,0
http://127.0.0.1:25120,105,0.0001,5,0,0
http://127.0.0.1:25176,105,0.0001,5,0,0
https://bsky.work.gd,104,0.0001,5,0,0
http://127.0.0.1:25180,104,0.0001,5,0,0
https://allykotetsu.com,103,0.0001,5,0,0
http://127.0.0.1:25191,103,0.0001,5,0,0
http://127.0.0.1:25199,103,0.0001,5,0,0
http://127.0.0.1:25140,103,0.0001,5,0,0
https://lamp.wtf,102,0.0001,5,5,100
https://rsky.ripperoni.com,102,0.0001,5,0,0
https://pds.biograf.ai,102,0.0001,5,0,0
http://127.0.0.1:25166,102,0.0001,5,0,0
https://nyet.su,102,0.0001,5,0,0
https://pds2.bsky.futureinternet.filab.uni-hannover.de,101,0.0001,5,0,0
https://engajamais346-1.clouve.app,100,0.0001,5,0,0
https://dsadasd374-1.clouve.app,100,0.0001,5,0,0
https://fghbdfgvdfv389-1.clouve.app,100,0.0001,5,0,0
https://sasadsadsd4343243255390-1.clouve.app,100,0.0001,5,0,0
https://sant47447474576889399-1.clouve.app,100,0.0001,5,0,0
https://sadawdawddad243243402-1.clouve.app,100,0.0001,5,0,0
https://ssdsdsdsaddj22343434392-1.clouve.app,100,0.0001,5,0,0
https://grsfd393-1.clouve.app,100,0.0001,5,0,0
http://127.0.0.1:25183,100,0.0001,5,0,0
http://127.0.0.1:25148,100,0.0001,5,0,0
http://127.0.0.1:25108,100,0.0001,5,0,0
https://pds.syang.xyz,100,0.0001,5,0,0
https://test.taijijituan.xyz,99,0.0001,5,0,0
https://cientistadacomputao347-1.clouve.app,99,0.0001,5,0,0
https://rick348-1.clouve.app,99,0.0001,5,0,0
https://fdsafsad376-1.clouve.app,99,0.0001,5,0,0
https://fdsf398-1.clouve.app,99,0.0001,5,0,0
https://dfwsfwe384-1.clouve.app,99,0.0001,5,0,0
https://fdsfsd403-1.clouve.app,99,0.0001,5,0,0
https://sacsdsdvsdfvdvcdsv45453387-1.clouve.app,99,0.0001,5,0,0
https://jhgjh405-1.clouve.app,99,0.0001,5,0,0
https://gdfgdf408-1.clouve.app,99,0.0001,5,0,0
https://hbdfgvbf391-1.clouve.app,99,0.0001,5,0,0
https://begvbe395-1.clouve.app,99,0.0001,5,0,0
https://sdhgdsddsd343255394-1.clouve.app,99,0.0001,5,0,0
https://savesjsewk4445676397-1.clouve.app,99,0.0001,5,0,0
https://gsfdgsdfsd396-1.clouve.app,99,0.0001,5,0,0
https://vfsdf407-1.clouve.app,98,0.0001,5,0,0
https://pds.catbird.blue,98,0.0001,5,0,0
https://pds.giftwitch.test,98,0.0001,5,0,0
https://asadadwqd23424434370-1.clouve.app,97,0.0001,5,0,0
https://kardan371-1.clouve.app,97,0.0001,5,0,0
https://gdgd380-1.clouve.app,97,0.0001,5,0,0
https://fsdgsfd382-1.clouve.app,97,0.0001,5,0,0
https://sadsffewsegfewf344324383-1.clouve.app,97,0.0001,5,0,0
https://hdfgfdv401-1.clouve.app,97,0.0001,5,0,0
https://wserfwsef386-1.clouve.app,97,0.0001,5,0,0
https://wefgdsf388-1.clouve.app,97,0.0001,5,0,0
https://crimson-field-2410.fly.dev,97,0.0001,5,0,0
https://magallan.online,97,0.0001,5,0,0
https://seabikes.social,97,0.0001,5,0,0
https://saventyutx231232365-1.clouve.app,96,0.0001,5,0,0
https://ytzxx734343243369-1.clouve.app,96,0.0001,5,0,0
https://tommy1373-1.clouve.app,96,0.0001,5,0,0
https://tommy372-1.clouve.app,96,0.0001,5,0,0
https://grewsfcd385-1.clouve.app,96,0.0001,5,0,0
https://bpds.nobitch.es,96,0.0001,5,0,0
localhost:4989,95,0.0001,5,0,0
https://pds0.bsky.futureinternet.filab.uni-hannover.de,95,0.0001,5,0,0
https://pds1.bsky.futureinternet.filab.uni-hannover.de,95,0.0001,5,0,0
https://henriquefabina5gmailcom353-1.clouve.app,95,0.0001,5,0,0
https://rikelmee2024gmailcom350-1.clouve.app,95,0.0001,5,0,0
https://jsdhsajdshd42749368-1.clouve.app,95,0.0001,5,0,0
https://sdafafewfef452434234375-1.clouve.app,95,0.0001,5,0,0
https://gsrfdf400-1.clouve.app,95,0.0001,5,0,0
https://pds.snek.cc,95,0.0001,5,1,20
https://blueskyof.ru,94,0.0001,5,0,0
https://gusta23232xxgmailcom352-1.clouve.app,94,0.0001,5,0,0
https://sixtsks47343345366-1.clouve.app,94,0.0001,5,0,0
https://gsdfsd4378-1.clouve.app,94,0.0001,5,0,0
https://seven132412434381-1.clouve.app,94,0.0001,5,0,0
https://pds3.bsky.futureinternet.filab.uni-hannover.de,93,0.0001,5,0,0
https://rjsahdsd345543243367-1.clouve.app,93,0.0001,5,0,0
https://342fds377-1.clouve.app,93,0.0001,5,0,0
https://feder.v6.rocks,93,0.0001,5,0,0
https://seventx34243364-1.clouve.app,92,0.0001,5,0,0
https://social.behnam.cn,90,0.0001,5,0,0
https://beatai.tech,90,0.0001,5,0,0
https://bsky.chrise.com,87,0.0001,5,0,0
https://pds.rip,87,0.0001,5,0,0
https://pds.coord.dev,83,0.0001,5,4,80
http://localhost:8888,83,0.0001,5,0,0
https://shareframe.social,82,0.0001,5,0,0
https://slopp.duckdns.org,82,0.0001,5,1,20
https://localho.st,81,0.0001,5,0,0
https://extwitter.link,80,0.0001,5,0,0
https://pds.gems.xyz,79,0.0001,5,0,0
https://pds.0.space,79,0.0001,5,5,100
https://pds.witchcraft.systems,76,0.0001,5,4,80
https://okashi.social,74,0.0001,5,0,0
https://si46.shop,73,0.0001,5,5,100
https://pds.example.com,71,0.0001,5,0,0
https://wegif.com,71,0.0001,5,0,0
https://mirrors.bot,70,0.0001,5,5,100
https://northsky.social,67,0.0001,5,4,80
https://pds.tribesocial.me,67,0.0001,5,0,0
https://insider3.io,66,0.0001,5,0,0
http://127.0.0.1:25253,66,0.0001,5,0,0
https://bsky.kitsui.life,65,0.0001,5,0,0
https://ctsns.v6.navy,65,0.0001,5,0,0
https://linuxmonk.click,64,0.0001,5,0,0
https://pds.sfproject.net,64,0.0001,5,0,0
https://pds.silvi.earth,63,0.0001,5,0,0
https://bus3.marta.fail,62,0.0001,5,0,0
https://nlops.duckdns.org,62,0.0001,5,4,80
https://pds.fudini.app,62,0.0001,5,5,100
https://bsk.mysocial.cc,61,0.0001,5,0,0
https://tbsky-dev.vasco-shot.com,60,0.0001,5,0,0
https://radixians.org,60,0.0001,5,0,0
https://pds.madebydanny.uk,60,0.0001,5,1,20
https://at.waf.moe,60,0.0001,5,2,40
https://reverie.house,59,0.0001,5,2,40
https://pds1.podping.at,59,0.0001,5,5,100
https://bluesky.nokotaro.com,56,0.0001,5,0,0
https://api.bsky.test,55,0.0001,5,0,0
https://pds.pckt.cafe,55,0.0001,5,5,100
https://pds.coves.me,54,0.0001,5,1,20
http://127.0.0.1:25106,54,0.0001,5,0,0
https://self.surf,54,0.0001,5,2,40
https://ali525-xc1.hf.space,54,0.0001,5,0,0
http://127.0.0.1:25145,54,0.0001,5,0,0
http://127.0.0.1:25111,54,0.0001,5,0,0
https://pds.lewis-od.co.uk,53,0.0001,5,0,0
http://127.0.0.1:25159,53,0.0001,5,0,0
http://127.0.0.1:25144,53,0.0001,5,0,0
https://pds.certs.network,52,0.0001,5,3,60
https://atproto.forza7.org,51,0.0001,5,0,0
https://social.dnix.de,51,0.0001,5,0,0
https://shinigami.cyou,51,0.0001,5,1,20
https://bsky.owob.space,50,0.0001,5,0,0
https://nmatsui.work,49,0.0001,5,0,0
https://stg.waverly.app,49,0.0001,5,0,0
https://pds1.bsea.social,49,0.0001,5,5,100
https://local.witch.gift,49,0.0001,5,0,0
https://vanillasky.click,48,0.0001,5,0,0
https://buttercup.wizardry.systems,48,0.0001,5,1,20
https://bs.nzcow.com,47,0.0001,5,0,0
https://rail.marta.fail,47,0.0001,5,0,0
https://cocoon.hailey.at,47,0.0001,5,0,0
https://reme.social,47,0.0001,5,0,0
https://pds.1xnull.try,46,0.0001,5,0,0
https://ocho.app,46,0.0001,5,0,0
https://pds22.dns.army,46,0.0001,5,0,0
https://bsky.bark.wolp.chat,45,0.0001,5,3,60
https://bus2.marta.fail,43,0.0001,5,0,0
https://pds.quack.space,43,0.0001,5,5,100
https://pegasus-local.futur.blue,41,0.0001,5,0,0
https://wndr.chat,41,0.0001,5,5,100
https://127.0.0.1:34807,41,0.0001,5,0,0
https://pds.koda-agency.io,40,0.0001,5,0,0
https://staging-pds.biograf.ai,38,0.0000,5,0,0
https://127.0.0.1:42177,38,0.0000,5,0,0
https://127.0.0.1:40901,38,0.0000,5,0,0
https://epds1.test.certified.app,38,0.0000,5,5,100
https://nottyboi.me,37,0.0000,5,0,0
https://pds.blsky.eu,37,0.0000,5,0,0
https://chaoticharmonylabs.org,37,0.0000,5,0,0
http://127.0.0.1:25204,37,0.0000,5,0,0
https://bsky.wshiz.com,36,0.0000,5,0,0
https://pds-1f73e.squid.free,36,0.0000,5,0,0
https://127.0.0.1:37833,36,0.0000,5,0,0
https://bluesky.sven-workspace.de,35,0.0000,5,0,0
http://127.0.0.1:25139,35,0.0000,5,0,0
https://redocean.one,34,0.0000,5,2,40
https://cdfop.v6.navy,34,0.0000,5,0,0
https://pds-2db66.squid.free,34,0.0000,5,0,0
https://127.0.0.1:39195,34,0.0000,5,0,0
https://127.0.0.1:35283,33,0.0000,5,0,0
https://pds.explainablereasoning.net,33,0.0000,5,0,0
https://bsky.syui.ai,32,0.0000,5,0,0
https://grapevyne.social,32,0.0000,5,3,60
https://cocoon.scanash.com,32,0.0000,5,0,0
https://bsky.day,31,0.0000,5,0,0
https://nastyfrog.net,31,0.0000,5,0,0
https://socl.is,31,0.0000,5,4,80
https://bsky.nuoyea.com,31,0.0000,5,0,0
https://hounddeepmind.com,31,0.0000,5,0,0
https://127.0.0.1:36787,31,0.0000,5,0,0
https://127.0.0.1:33239,31,0.0000,5,0,0
https://shxre.live,31,0.0000,5,0,0
https://estyl.io,30,0.0000,5,0,0
https://houndtid.com,30,0.0000,5,0,0
https://rpg.actor,30,0.0000,5,4,80
https://pds.invalid.example.com,29,0.0000,5,0,0
https://pds.memory-design.xyz,29,0.0000,5,0,0
https://pds.chaoticharmonylabs.org,29,0.0000,5,0,0
https://127.0.0.1:39003,29,0.0000,5,0,0
https://wave.waverly.social,28,0.0000,5,0,0
https://127.0.0.1:45891,28,0.0000,5,0,0
https://blogsky.venki.dev,27,0.0000,5,4,80
https://pds.techminds.srl,27,0.0000,5,0,0
https://pds.anarchy.lgbt,27,0.0000,5,0,0
https://y.mt.social,27,0.0000,5,0,0
https://wave.stg.waverly.app,26,0.0000,5,0,0
https://b.reph.xyz,26,0.0000,5,0,0
https://127.0.0.1:43315,26,0.0000,5,0,0
https://127.0.0.1:32909,26,0.0000,5,0,0
https://127.0.0.1:46193,26,0.0000,5,0,0
https://127.0.0.1:41611,26,0.0000,5,0,0
https://127.0.0.1:46435,26,0.0000,5,0,0
https://127.0.0.1:44415,26,0.0000,5,0,0
https://kairos.solar,26,0.0000,5,4,80
https://theatl.social,25,0.0000,5,5,100
https://24bblive.xyz,25,0.0000,5,0,0
https://127.0.0.1:33583,25,0.0000,5,0,0
https://127.0.0.1:38793,25,0.0000,5,0,0
https://127.0.0.1:44701,25,0.0000,5,0,0
https://127.0.0.1:41021,25,0.0000,5,0,0
https://127.0.0.1:41245,25,0.0000,5,0,0
https://127.0.0.1:35191,25,0.0000,5,0,0
https://127.0.0.1:36765,25,0.0000,5,0,0
https://127.0.0.1:40643,25,0.0000,5,0,0
https://127.0.0.1:33683,25,0.0000,5,0,0
https://127.0.0.1:39059,25,0.0000,5,0,0
https://127.0.0.1:35861,25,0.0000,5,0,0
https://127.0.0.1:44087,25,0.0000,5,0,0
https://127.0.0.1:36287,25,0.0000,5,0,0
https://teal.town,25,0.0000,5,3,60
https://pds1-us-west-host.solidar.network,25,0.0000,5,5,100
https://ali525-pds.hf.space,25,0.0000,5,0,0
https://pds-test.insider3.io,24,0.0000,5,0,0
https://rem.ocbwoy3.dev,24,0.0000,5,0,0
https://pds.360.cymru,24,0.0000,5,5,100
https://dev-pds.wsocial.eu,24,0.0000,5,4,80
https://127.0.0.1:42351,24,0.0000,5,0,0
https://127.0.0.1:38273,24,0.0000,5,0,0
https://127.0.0.1:35915,24,0.0000,5,0,0
https://127.0.0.1:45941,24,0.0000,5,0,0
https://127.0.0.1:35441,24,0.0000,5,0,0
https://127.0.0.1:37743,24,0.0000,5,0,0
https://127.0.0.1:41591,24,0.0000,5,0,0
https://127.0.0.1:36571,24,0.0000,5,0,0
https://127.0.0.1:33009,24,0.0000,5,0,0
https://127.0.0.1:46117,24,0.0000,5,0,0
https://pds-dev.heart-land.io,24,0.0000,5,0,0
https://pdsaas.xyz,24,0.0000,5,0,0
https://pds.coded.mom,23,0.0000,5,1,20
https://pds.tgirl.cloud,23,0.0000,5,3,60
https://nstar.social,23,0.0000,5,5,100
https://iiinova.com,23,0.0000,5,5,100
https://127.0.0.1:35257,23,0.0000,5,0,0
https://127.0.0.1:35173,23,0.0000,5,0,0
https://127.0.0.1:35311,23,0.0000,5,0,0
https://127.0.0.1:46591,23,0.0000,5,0,0
https://127.0.0.1:36651,23,0.0000,5,0,0
https://127.0.0.1:37587,23,0.0000,5,0,0
https://127.0.0.1:44673,23,0.0000,5,0,0
https://127.0.0.1:45943,23,0.0000,5,0,0
https://127.0.0.1:45997,23,0.0000,5,0,0
https://127.0.0.1:34251,23,0.0000,5,0,0
https://127.0.0.1:37001,23,0.0000,5,0,0
https://127.0.0.1:34723,23,0.0000,5,0,0
https://127.0.0.1:36239,23,0.0000,5,0,0
https://127.0.0.1:37675,23,0.0000,5,0,0
https://127.0.0.1:46415,23,0.0000,5,0,0
https://127.0.0.1:40511,23,0.0000,5,0,0
https://127.0.0.1:46811,23,0.0000,5,0,0
https://pds.omni.me,23,0.0000,5,3,60
https://pds.haileyok.com,22,0.0000,5,1,20
